Year,Year ending,Local Government Area,Offence Division,Offence Subdivision,Alleged Offender Incidents
2017,December,Manningham,B Property and deception offences,B40 Theft,308
2017,December,Manningham,B Property and deception offences,B50 Deception,73
2017,December,Manningham,C Drug offences,C10 Drug dealing and trafficking,20
2017,December,Manningham,C Drug offences,C20 Cultivate or manufacture drugs,17
2017,December,Manningham,C Drug offences,C30 Drug use and possession,61
2017,December,Manningham,D Public order and security offences,D10 Weapons and explosives offences,32
2017,December,Manningham,D Public order and security offences,D20 Disorderly and offensive conduct,30
2017,December,Manningham,D Public order and security offences,D30 Public nuisance offences,11
2017,December,Manningham,E Justice procedures offences,E10 Justice procedures,14
2017,December,Manningham,E Justice procedures offences,E20 Breaches of orders,127
2017,December,Mansfield,A Crimes against the person,A20 Assault and related offences,40
2017,December,Mansfield,A Crimes against the person,A30 Sexual offences,5
2017,December,Mansfield,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",6
2017,December,Mansfield,B Property and deception offences,B10 Arson,4
2017,December,Mansfield,B Property and deception offences,B20 Property damage,12
2017,December,Mansfield,B Property and deception offences,B30 Burglary/Break and enter,19
2017,December,Mansfield,B Property and deception offences,B40 Theft,49
2017,December,Mansfield,B Property and deception offences,B50 Deception,4
2017,December,Mansfield,C Drug offences,C30 Drug use and possession,14
2017,December,Mansfield,D Public order and security offences,D10 Weapons and explosives offences,18
2017,December,Mansfield,D Public order and security offences,D20 Disorderly and offensive conduct,10
2017,December,Mansfield,E Justice procedures offences,E20 Breaches of orders,24
2017,December,Mansfield,F Other offences,F20 Transport regulation offences,6
2017,December,Maribyrnong,A Crimes against the person,A10 Homicide and related offences,6
2017,December,Maribyrnong,A Crimes against the person,A20 Assault and related offences,370
2017,December,Maribyrnong,A Crimes against the person,A30 Sexual offences,36
2017,December,Maribyrnong,A Crimes against the person,A50 Robbery,90
2017,December,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",45
2017,December,Maribyrnong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,24
2017,December,Maribyrnong,B Property and deception offences,B10 Arson,6
2017,December,Maribyrnong,B Property and deception offences,B20 Property damage,104
2017,December,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,152
2017,December,Maribyrnong,B Property and deception offences,B40 Theft,522
2017,December,Maribyrnong,B Property and deception offences,B50 Deception,138
2017,December,Maribyrnong,C Drug offences,C10 Drug dealing and trafficking,71
2017,December,Maribyrnong,C Drug offences,C20 Cultivate or manufacture drugs,6
2017,December,Maribyrnong,C Drug offences,C30 Drug use and possession,117
2017,December,Maribyrnong,D Public order and security offences,D10 Weapons and explosives offences,138
2017,December,Maribyrnong,D Public order and security offences,D20 Disorderly and offensive conduct,181
2017,December,Maribyrnong,D Public order and security offences,D30 Public nuisance offences,10
2017,December,Maribyrnong,E Justice procedures offences,E10 Justice procedures,31
2017,December,Maribyrnong,E Justice procedures offences,E20 Breaches of orders,195
2017,December,Maribyrnong,F Other offences,F20 Transport regulation offences,8
2017,December,Maroondah,A Crimes against the person,A20 Assault and related offences,426
2017,December,Maroondah,A Crimes against the person,A30 Sexual offences,62
2017,December,Maroondah,A Crimes against the person,A50 Robbery,40
2017,December,Maroondah,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",80
2017,December,Maroondah,A Crimes against the person,A80 Dangerous and negligent acts endangering people,50
2017,December,Maroondah,B Property and deception offences,B10 Arson,18
2017,December,Maroondah,B Property and deception offences,B20 Property damage,156
2017,December,Maroondah,B Property and deception offences,B30 Burglary/Break and enter,210
2017,December,Maroondah,B Property and deception offences,B40 Theft,606
2017,December,Maroondah,B Property and deception offences,B50 Deception,148
2017,December,Maroondah,C Drug offences,C10 Drug dealing and trafficking,28
2017,December,Maroondah,C Drug offences,C20 Cultivate or manufacture drugs,20
2017,December,Maroondah,C Drug offences,C30 Drug use and possession,110
2017,December,Maroondah,D Public order and security offences,D10 Weapons and explosives offences,114
2017,December,Maroondah,D Public order and security offences,D20 Disorderly and offensive conduct,192
2017,December,Maroondah,D Public order and security offences,D30 Public nuisance offences,8
2017,December,Maroondah,E Justice procedures offences,E10 Justice procedures,35
2017,December,Maroondah,E Justice procedures offences,E20 Breaches of orders,531
2017,December,Melbourne,A Crimes against the person,A10 Homicide and related offences,10
2017,December,Melbourne,A Crimes against the person,A20 Assault and related offences,"1,672"
2017,December,Melbourne,A Crimes against the person,A30 Sexual offences,191
2017,December,Melbourne,A Crimes against the person,A40 Abduction and related offences,12
2017,December,Melbourne,A Crimes against the person,A50 Robbery,217
2017,December,Melbourne,A Crimes against the person,A60 Blackmail and extortion,7
2017,December,Melbourne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",184
2017,December,Melbourne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,85
2017,December,Melbourne,B Property and deception offences,B10 Arson,17
2017,December,Melbourne,B Property and deception offences,B20 Property damage,407
2017,December,Melbourne,B Property and deception offences,B30 Burglary/Break and enter,521
2017,December,Melbourne,B Property and deception offences,B40 Theft,"2,092"
2017,December,Melbourne,B Property and deception offences,B50 Deception,582
2017,December,Melbourne,C Drug offences,C10 Drug dealing and trafficking,226
2017,December,Melbourne,C Drug offences,C20 Cultivate or manufacture drugs,13
2017,December,Melbourne,C Drug offences,C30 Drug use and possession,908
2017,December,Melbourne,D Public order and security offences,D10 Weapons and explosives offences,484
2017,December,Melbourne,D Public order and security offences,D20 Disorderly and offensive conduct,"2,233"
2017,December,Melbourne,D Public order and security offences,D30 Public nuisance offences,129
2017,December,Melbourne,D Public order and security offences,D40 Public security offences,4
2017,December,Melbourne,E Justice procedures offences,E10 Justice procedures,158
2017,December,Melbourne,E Justice procedures offences,E20 Breaches of orders,"1,039"
2017,December,Melbourne,F Other offences,F20 Transport regulation offences,16
2017,December,Melbourne,F Other offences,F30 Other government regulatory offences,28
2017,December,Melbourne,F Other offences,F90 Miscellaneous offences,4
2017,December,Melton,A Crimes against the person,A10 Homicide and related offences,4
2017,December,Melton,A Crimes against the person,A20 Assault and related offences,739
2017,December,Melton,A Crimes against the person,A30 Sexual offences,65
2017,December,Melton,A Crimes against the person,A40 Abduction and related offences,4
2017,December,Melton,A Crimes against the person,A50 Robbery,43
2017,December,Melton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",154
2017,December,Melton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,86
2017,December,Melton,B Property and deception offences,B10 Arson,17
2017,December,Melton,B Property and deception offences,B20 Property damage,167
2017,December,Melton,B Property and deception offences,B30 Burglary/Break and enter,189
2017,December,Melton,B Property and deception offences,B40 Theft,657
2017,December,Melton,B Property and deception offences,B50 Deception,108
2017,December,Melton,C Drug offences,C10 Drug dealing and trafficking,50
2017,December,Melton,C Drug offences,C20 Cultivate or manufacture drugs,20
2017,December,Melton,C Drug offences,C30 Drug use and possession,115
2017,December,Melton,D Public order and security offences,D10 Weapons and explosives offences,116
2017,December,Melton,D Public order and security offences,D20 Disorderly and offensive conduct,52
2017,December,Melton,D Public order and security offences,D30 Public nuisance offences,6
2017,December,Melton,E Justice procedures offences,E10 Justice procedures,46
2017,December,Melton,E Justice procedures offences,E20 Breaches of orders,358
2017,December,Merri-bek,A Crimes against the person,A10 Homicide and related offences,14
2017,December,Merri-bek,A Crimes against the person,A20 Assault and related offences,683
2017,December,Merri-bek,A Crimes against the person,A30 Sexual offences,77
2017,December,Merri-bek,A Crimes against the person,A40 Abduction and related offences,9
2017,December,Merri-bek,A Crimes against the person,A50 Robbery,60
2017,December,Merri-bek,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",116
2017,December,Merri-bek,A Crimes against the person,A80 Dangerous and negligent acts endangering people,32
2017,December,Merri-bek,B Property and deception offences,B10 Arson,11
2017,December,Merri-bek,B Property and deception offences,B20 Property damage,205
2017,December,Merri-bek,B Property and deception offences,B30 Burglary/Break and enter,277
2017,December,Merri-bek,B Property and deception offences,B40 Theft,678
